core,TD,BD,age,CO2,d18O,dD,CH4,TAC
ALHIC2201,22.53946770759404,,,,,,483.11724950927146,
ALHIC2201,22.55614620298084,,,,,,467.5496512626668,
ALHIC2201,22.57282469836764,,,,,,457.69544461565954,
ALHIC2201,22.61844922232388,,,,,,449.3572305520616,
ALHIC2201,22.631715462031107,,,,,,445.6312204346977,
ALHIC2201,22.64498170173833,,,,,,441.7199575785178,
ALHIC2201,22.658247941445563,,,,,,439.57401227778905,
ALHIC2201,22.67151418115279,,,,,,439.9063419109737,
ALHIC2201,22.68478042086002,,,,,,445.27410738840166,
ALHIC2201,22.698046660567243,,,,,,457.3233002717584,
ALHIC2201,22.71131290027447,,,,,,466.0457089275955,
ALHIC2201,22.72457914,,,,,,470.2728464880149,
ALHIC2201,22.737845379688927,,,,,,469.1543912312639,
ALHIC2201,22.75111161939616,,,,,,467.74397229051647,
ALHIC2201,22.764377859103384,,,,,,462.3812625144322,
ALHIC2201,22.77764409881061,,,,,,457.7548820065173,
ALHIC2201,22.79091033851784,,,,,,455.6325481017864,
ALHIC2201,22.804176578225068,,,,,,451.7981158472009,
ALHIC2201,22.817442817932296,,,,,,448.2076667897464,
ALHIC2201,22.830709057639524,,,,,,446.3480109903177,
ALHIC2201,22.843975297346752,,,,,,445.7956519,
ALHIC2201,22.85724153705398,,,,,,442.6803473510015,
ALHIC2201,22.870507776761208,,,,,,441.0147242085659,
ALHIC2201,22.88377401646844,,,,,,438.0771103356177,
ALHIC2201,22.897040256175664,,,,,,437.4072802481812,
ALHIC2201,22.91030649588289,,,,,,436.6877447646898,
ALHIC2201,22.92357273559012,,,,,,436.1583103549228,
ALHIC2201,22.93683897529735,,,,,,437.3016976383222,
ALHIC2201,22.950105215004577,,,,,,436.4923606134629,
ALHIC2201,22.96337145,,,,,,436.0797422922824,
ALHIC2201,22.97663769441903,,,,,,434.3663735303013,
ALHIC2201,22.989903934126257,,,,,,435.1585298381428,
ALHIC2201,23.003170173833485,,,,,,434.0912636490552,
ALHIC2201,23.016436413540717,,,,,,435.6209767655558,
ALHIC2201,23.02970265324794,,,,,,436.9413697297508,
ALHIC2201,23.04296889295517,,,,,,437.8997402625534,
ALHIC2201,23.49138224072147,,,,,,440.0504084573119,
ALHIC2201,23.50525667707249,,,,,,440.7563016376292,
ALHIC2201,23.51913111342352,,,,,,443.3157236689064,
ALHIC2201,23.53300554977454,,,,,,440.91053556504926,
ALHIC2201,23.546879986125564,,,,,,440.4264222466882,
ALHIC2201,23.560754422476588,,,,,,449.9710255786075,
ALHIC2201,23.57462885882761,,,,,,463.6895574977208,
ALHIC2201,23.588503295178636,,,,,,470.0093876372632,
ALHIC2201,23.602377731529657,,,,,,469.38418714603046,
ALHIC2201,23.61625216788068,,,,,,468.7424560040872,
ALHIC2201,23.6301266,,,,,,465.2809244232164,
ALHIC2201,23.64400104058273,,,,,,465.5675856747698,
ALHIC2201,23.65787547693375,,,,,,467.6713489025245,
ALHIC2201,23.67174991328477,,,,,,466.9050462560981,
ALHIC2201,23.685624349635795,,,,,,465.6509240310678,
ALHIC2201,23.69949878598682,,,,,,461.74539648545823,
ALHIC2201,23.713373222337843,,,,,,455.6424750332462,
ALHIC2201,23.727247658688867,,,,,,451.97501022599073,
ALHIC2201,23.74112209503989,,,,,,447.9583006107698,
ALHIC2201,23.754996531390912,,,,,,444.7064029897145,
ALHIC2201,23.768870967741936,,,,,,444.3855845853122,
ALHIC2201,23.78274540409296,,,,,,442.4130080677384,
ALHIC2201,23.796619840443984,,,,,,440.1840145350548,
ALHIC2201,23.810494276795005,,,,,,440.3011944277149,
ALHIC2201,23.82436871314603,,,,,,440.75744730805206,
ALHIC2201,23.838243149497053,,,,,,441.5042578314015,
ALHIC2201,23.85211758584808,,,,,,440.9153265898012,
ALHIC2201,23.865992022199094,,,,,,441.9496925762727,
ALHIC2201,23.87986645855012,,,,,,441.8659552684833,
ALHIC2201,23.92079434167573,,,,,,443.2235305383112,
ALHIC2201,23.938204570184983,,,,,,441.1267488395777,
ALHIC2201,23.95561479869423,,,,,,439.8881212099426,
ALHIC2201,23.973025027203484,,,,,,437.2224771676931,
ALHIC2201,23.99043525571273,,,,,,439.1993952958472,
ALHIC2201,24.00784548422198,,,,,,451.6199663271551,
ALHIC2201,24.02525571273123,,,,,,484.0496022188012,
ALHIC2201,24.04266594124048,,,,,,530.4140582378955,
ALHIC2201,24.060076169749728,,,,,,572.6166224118476,
ALHIC2201,24.131308300395258,,,,,,609.7795663676719,
ALHIC2201,24.146328063241107,,,,,,632.2977572489988,
ALHIC2201,24.16134782608696,,,,,,650.6994034,
ALHIC2201,24.17636758893281,,,,,,658.5853692373068,
ALHIC2201,24.19138735177865,,,,,,663.9376950656185,
ALHIC2201,24.206407114624508,,,,,,669.5854176050074,
ALHIC2201,24.22142687747036,,,,,,680.3317709014774,
ALHIC2201,24.23644664031621,,,,,,687.4296263445377,
ALHIC2201,24.251466403162052,,,,,,687.3818723348918,
ALHIC2201,24.266486166007905,,,,,,685.7131030712942,
ALHIC2201,24.28150592885376,,,,,,673.8294864989192,
ALHIC2201,24.296525691699607,,,,,,664.0272113657707,
ALHIC2201,24.311545454545456,,,,,,649.1992551674089,
ALHIC2201,24.385870083432657,,,,,,640.9542914092466,
ALHIC2201,24.40017282479142,,,,,,635.8993941723335,
ALHIC2201,24.41447556615018,,,,,,634.6801944415548,
ALHIC2201,24.42877830750894,,,,,,629.3902758776655,
ALHIC2201,24.44308105,,,,,,627.3616228481103,
ALHIC2201,24.457383790226466,,,,,,627.7870254737236,
ALHIC2201,24.47168653158522,,,,,,628.8262438680754,
ALHIC2201,24.485989272943986,,,,,,630.1827345842565,
ALHIC2201,24.52506213211249,,,,,,630.6334722054912,
ALHIC2201,24.539123610202747,,,,,,632.9536371409938,
ALHIC2201,24.55318509,,,,,,633.0961485112043,
ALHIC2201,24.567246566383258,,,,,,629.4529728447066,
ALHIC2201,24.581308044473516,,,,,,629.1190703118621,
ALHIC2201,24.595369522563768,,,,,,668.5459703917545,
ALHIC2201,24.609431000654023,,,,,,723.3566720835715,
ALHIC2201,24.623492478744275,,,,,,764.4372461,
ALHIC2201,24.63755395683453,,,,,,777.3266214624991,
ALHIC2201,24.651615434924786,,,,,,767.1275626689819,
ALHIC2201,24.66567691301504,,,,,,744.5128451591296,
ALHIC2201,24.679738391105296,,,,,,720.2500117718922,
ALHIC2201,24.69379986919555,,,,,,705.8404168407164,
ALHIC2201,24.707861347285807,,,,,,688.5583237940987,
ALHIC2201,24.721922825376065,,,,,,679.9314850733865,
ALHIC2201,24.935880913539965,,,,,,595.8947285588629,
ALHIC2201,24.95056280587276,,,,,,593.1463545,
ALHIC2201,24.965244698205545,,,,,,592.4723919101447,
ALHIC2201,24.979926590538334,,,,,,588.9386070042979,
ALHIC2201,24.99460848287113,,,,,,590.0219186,
ALHIC2201,25.009290375203918,,,,,,596.6627755851126,
ALHIC2201,25.023972267536703,,,,,,602.1195862490354,
ALHIC2201,25.06036992840096,,,,,,614.9720210892239,
ALHIC2201,25.07707637231504,,,,,,629.6880951412311,
ALHIC2201,25.093782816229115,,,,,,641.0879948064544,
ALHIC2201,25.11048926,,,,,,650.9525197092457,
ALHIC2201,25.186146443514644,,,,,,659.9570447234502,
ALHIC2201,25.20162761506276,,,,,,664.4884470964658,
ALHIC2201,25.21710878661088,,,,,,667.5581031176853,
ALHIC2201,25.23258996,,,,,,668.1257820901433,
ALHIC2201,25.248071129707117,,,,,,669.2870978052551,
ALHIC2201,25.26355230125523,,,,,,678.9211242797252,
ALHIC2201,25.27903347280335,,,,,,692.9929264222333,
ALHIC2201,25.294514644351462,,,,,,698.5646721826835,
ALHIC2201,25.30999581589958,,,,,,699.1193619147032,
ALHIC2201,25.325476987447697,,,,,,695.1667587961225,
ALHIC2201,25.34095815899581,,,,,,691.4307091509779,
ALHIC2201,25.35643933054393,,,,,,690.7560655356277,
ALHIC2201,25.396743929359825,,,,,,686.4891017831917,
ALHIC2201,25.41219646799117,,,,,,684.3668907813194,
ALHIC2201,25.42764900662252,,,,,,678.7976667944298,
ALHIC2201,25.44310154525386,,,,,,675.3828640394019,
ALHIC2201,25.483978300180837,,,,,,676.1682266,
ALHIC2201,25.502061482820977,,,,,,687.9686581586444,
ALHIC2201,25.52014466546112,,,,,,699.7262147338961,
ALHIC2201,25.538227848101265,,,,,,712.6468724631777,
ALHIC2201,25.55631103074141,,,,,,717.6339155791264,
ALHIC2201,25.574394213381552,,,,,,717.5874419506135,
ALHIC2201,25.63582802547771,,,,,,711.1385014280064,
ALHIC2201,25.651751592356693,,,,,,704.1145470355043,
ALHIC2201,25.66767515923567,,,,,,698.8044312,
ALHIC2201,25.683598726114653,,,,,,692.1641041286375,
ALHIC2201,25.699522292993635,,,,,,691.3898734977116,
ALHIC2201,25.90877726750861,,,,,,687.9273872088295,
ALHIC2201,25.92312858783008,,,,,,690.3806071411506,
ALHIC2201,25.93747990815155,,,,,,689.0089035877173,
ALHIC2201,25.95183122847302,,,,,,688.9602948639819,
ALHIC2201,25.96618254879449,,,,,,694.0422966546708,
ALHIC2201,25.98053386911596,,,,,,703.5665113654893,
ALHIC2201,25.99488518943743,,,,,,710.2772022262045,
ALHIC2201,26.009236509758896,,,,,,708.6924844584147,
ALHIC2201,26.048380281690143,,,,,,699.2242461155585,
ALHIC2201,26.062464788732395,,,,,,691.7388174265627,
ALHIC2201,26.07654929577465,,,,,,679.7023302363762,
ALHIC2201,26.090633802816903,,,,,,665.2246958164369,
ALHIC2201,26.104718309859155,,,,,,649.6864285356334,
ALHIC2201,26.11880281690141,,,,,,645.2672450691445,
ALHIC2201,26.132887323943663,,,,,,638.2240316272672,
ALHIC2201,26.146971830985915,,,,,,635.5373304660892,
ALHIC2201,26.16105633802817,,,,,,627.9879538161827,
ALHIC2201,26.175140845070423,,,,,,625.7084858024376,
ALHIC2201,26.18922535211268,,,,,,619.7018131722361,
ALHIC2201,26.20330985915493,,,,,,621.0110743951594,
ALHIC2201,26.217394366197183,,,,,,615.3440378784148,
ALHIC2201,26.23147887323944,,,,,,609.1759261903729,
ALHIC2201,26.24556338028169,,,,,,604.0905099010241,
ALHIC2201,26.259647887323943,,,,,,596.6692615928018,
ALHIC2201,26.27373239,,,,,,591.2532416300414,
ALHIC2201,26.28781690140845,,,,,,585.9557276867666,
ALHIC2201,26.301901408450703,,,,,,582.2466943802887,
ALHIC2201,26.31598591549296,,,,,,573.3154228,
ALHIC2201,26.33007042253521,,,,,,556.4161239410552,
ALHIC2201,26.36388256227758,,,,,,540.8334322949511,
ALHIC2201,26.37776157,,,,,,524.9604871234167,
ALHIC2201,26.39164056939502,,,,,,514.4777467729049,
ALHIC2201,26.405519572953736,,,,,,503.54706149096745,
ALHIC2201,26.419398576512457,,,,,,499.56456411766754,
ALHIC2201,26.433277580071174,,,,,,494.2562865650836,
ALHIC2201,26.44715658362989,,,,,,490.09523263213765,
ALHIC2201,26.46103558718861,,,,,,485.06504412567335,
ALHIC2201,26.47491459074733,,,,,,479.2964813358922,
ALHIC2201,26.48879359430605,,,,,,471.9340126923203,
ALHIC2201,26.50267259786477,,,,,,463.5801522,
ALHIC2201,26.516551601423487,,,,,,453.7226998873904,
ALHIC2201,26.530430604982207,,,,,,442.9653359200965,
ALHIC2201,26.544309608540924,,,,,,436.7192432281832,
ALHIC2201,26.74342955187727,,,,,,432.5545778759043,
ALHIC2201,26.75796326201049,,,,,,434.1955774377974,
ALHIC2201,26.77249697214372,,,,,,438.8409694579916,
ALHIC2201,26.787030682276946,,,,,,442.0251821997213,
ALHIC2201,26.80156439241017,,,,,,445.7624393249367,
ALHIC2201,26.8160981,,,,,,457.0790043,
ALHIC2201,26.830631812676625,,,,,,472.7564807324491,
ALHIC2201,26.84516552280985,,,,,,482.8607675472699,
ALHIC2201,26.859699232943075,,,,,,484.8500929776032,
ALHIC2201,26.87423294,,,,,,482.3619392,
ALHIC2201,26.88876665320953,,,,,,478.2209024926217,
ALHIC2201,26.90330036334275,,,,,,474.0862021339942,
ALHIC2201,26.917834073475976,,,,,,472.5000592547796,
ALHIC2201,26.932367783609205,,,,,,471.6179504549387,
ALHIC2201,26.94690149374243,,,,,,471.0041326202399,
ALHIC2201,26.961435203875656,,,,,,468.4863853017181,
ALHIC2201,26.97596891400888,,,,,,467.7110666719477,
ALHIC2201,26.990502624142103,,,,,,470.2394869285081,
ALHIC2201,27.00503633427533,,,,,,473.1403192,
ALHIC2201,27.01957004440856,,,,,,474.1105618766286,
ALHIC2201,27.034103754541785,,,,,,475.10094678148926,
ALHIC2201,27.04863746467501,,,,,,474.83556583621146,
ALHIC2201,27.06317117480824,,,,,,472.9875523706001,
ALHIC2201,27.07770488494146,,,,,,472.55396121568015,
ALHIC2201,27.092238595074686,,,,,,473.8237650946837,
ALHIC2201,27.12088435374149,,,,,,477.7277875,
ALHIC2201,27.13448979591837,,,,,,482.4597654044483,
ALHIC2201,27.14809523809524,,,,,,486.1230900803673,
ALHIC2201,27.16170068027211,,,,,,489.3769384819368,
ALHIC2201,27.17530612244898,,,,,,497.7761858844079,
ALHIC2201,27.18891156462585,,,,,,507.7034804502456,
ALHIC2201,27.20251700680272,,,,,,519.4946426545292,
ALHIC2201,27.25600975609756,,,,,,531.9208569056294,
ALHIC2201,27.26966829268293,,,,,,541.2555507704707,
ALHIC2201,27.28332682926829,,,,,,545.5571771750048,
ALHIC2201,27.296985365853654,,,,,,546.0521387924582,
ALHIC2201,27.310643902439026,,,,,,541.3983390029015,
ALHIC2201,27.32430243902439,,,,,,543.969958,
ALHIC2201,27.33796097560976,,,,,,551.0130078604967,
ALHIC2201,27.35161951219512,,,,,,558.9964108490685,
ALHIC2201,27.36527804878049,,,,,,566.9879464121392,
ALHIC2201,27.378936585365853,,,,,,569.4617107307249,
ALHIC2201,27.78243141,,,,,,570.5500681656025,
ALHIC2201,27.795939214858592,,,,,,575.4059363603608,
ALHIC2201,27.809447024060788,,,,,,575.4932214345579,
ALHIC2201,27.82295483326298,,,,,,577.3766748119368,
ALHIC2201,27.83646264246517,,,,,,575.7546218343539,
ALHIC2201,27.84997045166737,,,,,,580.0229671448711,
ALHIC2201,27.863478260869567,,,,,,589.9973947307517,
ALHIC2201,27.87698607007176,,,,,,598.4947700835885,
ALHIC2201,27.89049387927396,,,,,,601.7647010169376,
ALHIC2201,27.90400168847615,,,,,,599.5923181538208,
ALHIC2201,27.917509497678346,,,,,,597.1997622196978,
ALHIC2201,27.93101730688054,,,,,,592.3899962599576,
ALHIC2201,27.944525116082737,,,,,,584.8942168,
ALHIC2201,27.95803292528493,,,,,,579.4332084546456,
ALHIC2201,27.971540734487128,,,,,,571.4379466949124,
ALHIC2201,27.98504854368932,,,,,,567.5214890951298,
ALHIC2201,27.99855635289152,,,,,,564.6081990188919,
ALHIC2201,28.01206416209371,,,,,,560.8599562198449,
ALHIC2201,28.025571971295907,,,,,,557.6618400686754,
ALHIC2201,28.039079780498103,,,,,,553.3034964945272,
ALHIC2201,28.05258759,,,,,,551.7591826818795,
ALHIC2201,28.06609539890249,,,,,,551.7122098,
ALHIC2201,28.07960320810469,,,,,,548.5006570166952,
ALHIC2201,28.09311101730688,,,,,,545.7332900999171,
ALHIC2201,28.19691753402722,,,,,,543.6154889953428,
ALHIC2201,28.21132906,,,,,,542.1171738079074,
ALHIC2201,28.22574059247398,,,,,,539.9808230173377,
ALHIC2201,28.24015212169736,,,,,,538.6636838507429,
ALHIC2201,28.254563650920737,,,,,,536.8106937303511,
ALHIC2201,28.26897518014412,,,,,,545.2722075804695,
ALHIC2201,28.28338670936749,,,,,,555.2702863916293,
ALHIC2201,28.297798238590875,,,,,,558.0781655546912,
ALHIC2201,28.31220976781425,,,,,,556.8834713173762,
ALHIC2201,28.32662129703763,,,,,,552.7166177169727,
ALHIC2201,28.34103282626101,,,,,,544.1370195511229,
ALHIC2201,28.355444355484387,,,,,,536.2572092,
ALHIC2201,28.369855884707768,,,,,,529.4721024713396,
ALHIC2201,28.460631067961167,,,,,,522.4532194206851,
ALHIC2201,28.47658113730929,,,,,,517.0838276269211,
ALHIC2201,28.49253120665742,,,,,,512.8867093596921,
ALHIC2201,28.508481276005547,,,,,,510.8809292708634,
ALHIC2201,28.52443134535368,,,,,,512.2794555474259,
ALHIC2201,28.54038141,,,,,,515.3618035047783,
ALHIC2201,28.55633148404993,,,,,,517.9390609455421,
ALHIC2201,28.645526315789475,,,,,,519.4202941416421,
ALHIC2201,28.65937673130194,,,,,,519.2205163648152,
ALHIC2201,28.673227146814405,,,,,,523.1211076879721,
ALHIC2201,28.68707756232687,,,,,,518.8783163796165,
ALHIC2201,28.70092797783933,,,,,,517.5428853501862,
ALHIC2201,28.71477839,,,,,,519.3450777880577,
ALHIC2201,28.728628808864265,,,,,,521.7521743573075,
ALHIC2201,28.742479224376734,,,,,,526.3671513664743,
ALHIC2201,28.75632964,,,,,,534.1204350472439,
ALHIC2201,28.770180055401664,,,,,,543.9331216460446,
ALHIC2201,28.78403047091413,,,,,,550.5929097254303,
ALHIC2201,28.888923166472644,,,,,,555.1536545,
ALHIC2201,28.90405704307334,,,,,,559.6176091988477,
ALHIC2201,28.91919091967404,,,,,,560.3241852097269,
ALHIC2201,28.934324796274737,,,,,,552.8385696395494,
ALHIC2201,28.94945867287544,,,,,,557.9014146483099,
ALHIC2201,28.964592549476134,,,,,,577.9043493107622,
ALHIC2201,28.979726426076837,,,,,,605.1561595407927,
ALHIC2201,28.99486030267753,,,,,,619.1836602,
ALHIC2201,29.054887118193893,,,,,,620.2682666499408,
ALHIC2201,29.07015936,,,,,,608.1456221701162,
ALHIC2201,29.08543160690571,,,,,,596.0192071168212,
ALHIC2201,29.10070385126162,,,,,,585.2124294052369,
ALHIC2201,29.11597609561753,,,,,,567.6195063967656,
ALHIC2201,29.13124833997344,,,,,,559.9344286845983,
ALHIC2201,29.14652058432935,,,,,,554.1375034295776,
ALHIC2201,29.161792828685257,,,,,,554.6162534457469,
ALHIC2201,29.21118546845124,,,,,,549.7393236504385,
ALHIC2201,29.22552581,,,,,,542.2331856906343,
ALHIC2201,29.23986615678776,,,,,,536.0655137999917,
ALHIC2201,29.254206500956023,,,,,,525.9891657,
ALHIC2201,29.26854684512428,,,,,,508.7729535343785,
ALHIC2201,29.31751043115438,,,,,,499.39965879574527,
ALHIC2201,29.331418636995828,,,,,,491.3972002097807,
ALHIC2201,29.345326842837277,,,,,,482.1533297193881,
ALHIC2201,29.35923504867872,,,,,,472.1760295,
ALHIC2201,29.37314325452017,,,,,,464.82712393504215,
ALHIC2201,29.38705146036161,,,,,,471.7742235853876,
ALHIC2201,29.40095966620306,,,,,,487.5819474952308,
ALHIC2201,29.564438372799028,,,,,,495.7244519871071,
ALHIC2201,29.577492410443227,,,,,,497.34639493637786,
ALHIC2201,29.59054644808743,,,,,,490.82820587220186,
ALHIC2201,29.603600485731636,,,,,,482.78391397826726,
ALHIC2201,29.616654523375832,,,,,,471.9878960745218,
ALHIC2201,29.629708561020035,,,,,,470.7967040968128,
ALHIC2201,29.64276259866424,,,,,,473.7780715008009,
ALHIC2201,29.65581663630844,,,,,,473.7342647672588,
ALHIC2201,29.66887067395264,,,,,,471.6505482995333,
ALHIC2201,29.68192471159684,,,,,,461.58654418761705,
ALHIC2201,29.69497874924104,,,,,,454.1706728165883,
ALHIC2201,29.708032786885244,,,,,,449.8663741025264,
ALHIC2201,29.721086824529447,,,,,,452.05135728295807,
ALHIC2201,29.734140862173646,,,,,,456.85226752025983,
ALHIC2201,29.74719489981785,,,,,,457.4592142368968,
ALHIC2201,29.76024893746205,,,,,,454.35937381966056,
ALHIC2201,29.77330297510625,,,,,,452.8681816399949,
ALHIC2201,29.81435596170584,,,,,,451.2876773564447,
ALHIC2201,29.825234986945173,,,,,,448.4989180999213,
ALHIC2201,29.836114012184517,,,,,,447.79543042831966,
ALHIC2201,29.84699303742385,,,,,,446.6505108380853,
ALHIC2201,29.857872062663187,,,,,,447.5886876247064,
ALHIC2201,29.868751087902528,,,,,,453.55949340531424,
ALHIC2201,29.879630113141864,,,,,,460.8021682446798,
ALHIC2201,29.890509138381205,,,,,,459.3983313930892,
ALHIC2201,29.901388163620545,,,,,,458.07377615582266,
ALHIC2201,29.91226718885988,,,,,,458.98202165441023,
ALHIC2201,29.92314621409922,,,,,,458.25159854664935,
ALHIC2201,29.954779192630728,,,,,,458.5362347849534,
ALHIC2201,29.96805472771607,,,,,,458.6790871,
ALHIC2201,29.98133026280141,,,,,,458.33786161191625,
ALHIC2201,29.99460579788676,,,,,,458.5509951608551,
ALHIC2201,30.007881332972097,,,,,,457.16623964836407,
ALHIC2201,30.02115686805744,,,,,,456.11107691147686,
ALHIC2201,30.034432403142784,,,,,,452.88108169816576,
ALHIC2201,30.047707938228125,,,,,,450.2111417270963,
ALHIC2201,30.060983473313467,,,,,,447.0434506377256,
ALHIC2201,30.07425900839881,,,,,,445.1693926110807,
ALHIC2201,30.087534543484157,,,,,,444.4770418937796,
ALHIC2201,30.10081007856949,,,,,,443.8827081848258,
ALHIC2201,30.11408561365484,,,,,,441.8427961,
ALHIC2201,30.12736114874018,,,,,,439.9509134798499,
ALHIC2201,30.140636683825523,,,,,,439.0084378958738,
ALHIC2201,30.153912218910868,,,,,,438.8494151630948,
ALHIC2201,30.16718775399621,,,,,,440.3812983258298,
ALHIC2201,30.18046328908155,,,,,,438.7581058321477,
ALHIC2201,30.193738824166893,,,,,,439.5424730102707,
ALHIC2201,30.20701435925224,,,,,,437.7114436678754,
ALHIC2201,30.22028989433758,,,,,,438.950381,
ALHIC2201,30.23356542942292,,,,,,442.031759,
ALHIC2201,30.246840964508262,,,,,,444.8440682210695,
ALHIC2201,30.260116499593607,,,,,,450.3452927934293,
ALHIC2201,30.27339203467895,,,,,,456.81615777137927,
ALHIC2201,30.28666756976429,,,,,,463.2804495898316,
ALHIC2201,30.299943104849635,,,,,,470.7776227351525,
ALHIC2201,30.313218639934977,,,,,,480.05982657509577,
ALHIC2201,30.32649417502032,,,,,,489.17051263295895,
ALHIC2201,30.339769710105664,,,,,,499.6790689148315,
ALHIC2201,30.353045245191005,,,,,,509.7318221862632,
ALHIC2201,30.36632078027635,,,,,,520.2856157953415,
ALHIC2201,30.37959631536169,,,,,,526.7161506930127,
ALHIC2201,30.392871850447037,,,,,,532.5944770343267,
ALHIC2201,30.40614738553238,,,,,,535.0639271,
ALHIC2201,30.41942292061772,,,,,,536.2225284201922,
ALHIC2201,30.43269845570306,,,,,,539.1261014871645,
ALHIC2201,30.515541561712848,,,,,,539.4827558919485,
ALHIC2201,30.52813602015113,,,,,,541.4794777,
ALHIC2201,30.54073047858942,,,,,,540.4148495364883,
ALHIC2201,30.55332493702771,,,,,,541.6271433065534,
ALHIC2201,30.5659194,,,,,,543.4920187858382,
ALHIC2201,30.578513853904283,,,,,,550.4871349427378,
ALHIC2201,30.59110831234257,,,,,,556.7377453380368,
ALHIC2201,30.603702770780856,,,,,,563.7632038719363,
ALHIC2201,30.616297229219143,,,,,,583.4541867354573,
ALHIC2201,30.628891687657436,,,,,,601.0025407986734,
ALHIC2201,30.64148614609572,,,,,,598.6403429437657,
ALHIC2201,30.65408060453401,,,,,,589.1765797436204,
ALHIC2201,30.701529298132648,,,,,,574.9880054356087,
ALHIC2201,30.71408564069543,,,,,,563.9800971088296,
ALHIC2201,30.72664198325821,,,,,,556.4579351621444,
ALHIC2201,30.739198325820997,,,,,,554.1028591,
ALHIC2201,30.75175466838377,,,,,,549.2759131985739,
ALHIC2201,30.76431101094656,,,,,,550.7117866984779,
ALHIC2201,30.77686735350934,,,,,,551.0921978672831,
ALHIC2201,30.78942369607212,,,,,,551.8620104903556,
ALHIC2201,30.801980038634905,,,,,,548.0270102882602,
ALHIC2201,30.814536381197684,,,,,,544.4669076,
ALHIC2201,30.827092723760465,,,,,,540.3995725779997,
ALHIC2201,30.839649066323247,,,,,,540.5808551640921,
ALHIC2201,30.85220540888603,,,,,,537.4825924585479,
ALHIC2201,30.86476175144881,,,,,,537.7257388522863,
ALHIC2201,30.877318094011592,,,,,,537.1340739559589,
ALHIC2201,30.88987443657437,,,,,,535.2537881959977,
ALHIC2201,30.932866520787748,,,,,,535.2881004585703,
ALHIC2201,30.94599562363239,,,,,,537.3972027049371,
ALHIC2201,30.959124726477025,,,,,,537.7808556480311,
ALHIC2201,30.972253829321662,,,,,,540.0782030820062,
ALHIC2201,30.985382932166303,,,,,,552.4035457138624,
ALHIC2201,30.998512035010943,,,,,,564.6841475446779,
ALHIC2201,31.01164113785558,,,,,,572.8966291744607,
ALHIC2201,31.02477024070022,,,,,,573.3388299489192,
ALHIC2201,31.037899343544854,,,,,,567.4204394159201,
ALHIC2201,31.05102845,,,,,,562.7515292106265,
ALHIC2201,31.06415754923414,,,,,,557.2888109,
ALHIC2201,31.077286652078776,,,,,,552.3363577045528,
ALHIC2201,31.090415754923416,,,,,,550.9228058515948,
ALHIC2201,31.12335123523093,,,,,,548.5711732188809,
ALHIC2201,31.13624060150376,,,,,,547.1630743,
ALHIC2201,31.149129967776584,,,,,,544.6676686722469,
ALHIC2201,31.162019334049408,,,,,,544.6490051113476,
ALHIC2201,31.174908700322234,,,,,,541.6730588183145,
ALHIC2201,31.187798066595057,,,,,,538.9555618,
ALHIC2201,31.200687432867884,,,,,,537.9220696882321,
ALHIC2201,31.213576799140707,,,,,,537.8591455749447,
ALHIC2201,31.22646616541353,,,,,,537.3040428927046,
ALHIC2201,31.23935553168636,,,,,,535.1825697708795,
ALHIC2201,31.413327773144285,,,,,,536.1898830515788,
ALHIC2201,31.42750625521268,,,,,,535.9199148371372,
ALHIC2201,31.441684737281065,,,,,,539.9582884,
ALHIC2201,31.455863219349457,,,,,,536.7324479546382,
ALHIC2201,31.47004170141785,,,,,,542.7197463294821,
ALHIC2201,31.48422018348624,,,,,,557.5237938263772,
ALHIC2201,31.498398665554628,,,,,,562.9893018482239,
ALHIC2201,31.51257714762302,,,,,,561.6202561542193,
ALHIC2201,31.526755629691408,,,,,,555.7562092633345,
ALHIC2201,31.54093411,,,,,,551.2644793952006,
ALHIC2201,31.55511259382819,,,,,,546.9399387091673,
ALHIC2201,31.56929107589658,,,,,,543.8227255501606,
ALHIC2201,31.641961823966064,,,,,,541.9114644401957,
ALHIC2201,31.654687168610817,,,,,,540.0677954121434,
ALHIC2201,31.667412513255567,,,,,,538.9632515,
ALHIC2201,31.68013785790032,,,,,,536.7200544170023,
ALHIC2201,31.692863202545063,,,,,,541.7551822516442,
ALHIC2201,31.70558854718982,,,,,,556.5980418915805,
ALHIC2201,31.71831389183457,,,,,,568.5092794119173,
ALHIC2201,31.73103923647932,,,,,,572.9553148514243,
ALHIC2201,31.743764581124072,,,,,,569.2592417272614,
ALHIC2201,31.756489925768825,,,,,,564.9944535,
ALHIC2201,31.76921527041357,,,,,,560.8193606796244,
ALHIC2201,31.78194061505832,,,,,,553.812242,
ALHIC2201,31.794665959703075,,,,,,551.2563108702989,
ALHIC2201,31.807391304347824,,,,,,549.4713142986666,
ALHIC2201,31.82011664899257,,,,,,548.5080311358299,
ALHIC2201,31.832841993637327,,,,,,548.9360280042109,
ALHIC2201,31.84556733828208,,,,,,546.7794067,
ALHIC2201,31.858292682926827,,,,,,545.3805099686517,
ALHIC2201,31.87101802757158,,,,,,543.0297594011279,
ALHIC2201,31.88374337221633,,,,,,542.3158587,
ALHIC2201,31.89646871686108,,,,,,542.5570160915424,
ALHIC2201,31.90919406150583,,,,,,540.9553861013425,
ALHIC2201,31.921919406150582,,,,,,541.8754415385548,
ALHIC2201,31.93464475079533,,,,,,541.8940085511331,
ALHIC2201,31.94737009544008,,,,,,544.7421394526011,
